stop_id,stop_name,stop_lon,stop_lat
PR-V-084,Federico Santa Maria esq. Imparcial,-71.63939977299998,-33.061314858999935
PR-V-206,Federico Santa Maria esq. Jose Maria Caro,-71.64797446199998,-33.042591121999976
PR-V-086,Federico Santa Maria esq. Ramon Allende,-71.64597911399994,-33.05265247999995
PR-M-366,Frankfurt esq. Los Helechos,-71.57686147899994,-33.04444204599997
PR-M-399,Frankfurt esq. Los Helechos,-71.57706269999994,-33.04450125999995
PR-Q-083,Freire esq. Araus,-71.41367093999997,-33.04570998699995
PR-Q-082,Freire esq. Baden Powell,-71.41878630299993,-33.04437791999993
PR-Q-081,Freire esq. Baden Powell,-71.42080311899997,-33.04361974699998
PR-Q-085,Freire esq. Colombia,-71.40675304899997,-33.046590606999985
PR-Q-076,Freire esq. El Retiro,-71.43645671999997,-33.044202164999945
PR-Q-084,Freire esq. Jose Fuentes,-71.40948072299994,-33.04653971399995
PR-Q-112,Freire esq. Lo Gamboa,-71.42705006599994,-33.04214273499997
PR-Q-075,Freire esq. Manuel Antonio Matta,-71.43425440799996,-33.04331486999996
PR-Q-088,Freire esq. Ojos De Agua,-71.39869723799995,-33.046091771999954
PR-Q-077,Freire esq. San Martin,-71.43097523899996,-33.04255398099997
PR-Q-087,Freire esq. San Pedro,-71.40184244999995,-33.045996283999955
PR-Q-086,Freire esq. Serena,-71.40396481399995,-33.04625551699996
PR-Q-037,Frodden esq. Antofagasta,-71.46469625299994,-33.05492220899998
PR-Q-026,Frodden esq. Quidora,-71.46399526999994,-33.05507340899993
PF-036,Fronza,-71.56084862499995,-33.13569022899998
PR-Q-102,Frutillar esq.  Av. El Belloto,-71.40734201199996,-33.03183776399993
PF-043,Fundadores con H. Cortés,-71.56621702799998,-33.124731226999984
PF-044,Fundadores con H. Magallanes,-71.56762132799997,-33.123438747999955
PR-L-010,G-62 esq. Los Pinos,-71.30262933099993,-33.03730666699994
PR-M-446,Gabriela Mistral esq. Augusto D Helmar,-71.49509181099995,-33.02114060899993
PR-O-127,Gabriela Mistral esq. Callejon Guzman,-71.16608063199993,-32.98541736899995
PR-O-126,Gabriela Mistral esq. El Sauce,-71.16429438499995,-32.98685497699995
PR-O-128,Gabriela Mistral esq. Hidalgo,-71.16692549199996,-32.98484508599995
PR-O-129,Gabriela Mistral esq. Libertad,-71.16805271199996,-32.98489073899998
PR-M-388,Gabriela Mistral esq. Pasaje San Martin,-71.54332322299996,-33.037383225999974
PR-O-135,Gabriela Mistral esq. Pje Montenegro,-71.16887928599994,-32.98530831599993
PR-M-409,Gabriela Mistral esq. Rio Elqui,-71.54079936599999,-33.03924283599997
PR-V-349,George Washington esq. Colo Colo,-71.59387744199995,-33.059110148999935
PR-V-355,George Washington esq. Colo Colo,-71.59386303699995,-33.059335396999984
PR-V-352,George Washington esq. Jorge Hunneus,-71.59260873399995,-33.06102325399996
PR-V-345,George Washington esq. Jorge Hunneus,-71.59258734899998,-33.06085325999993
PR-V-353,George Washington esq. Jorge Hunneus,-71.59323229999995,-33.06022429999996
PR-V-344,George Washington esq. Las Camelias,-71.59300304399994,-33.06369283899994
PR-M-159,Gilberto Nav.Arro esq. Luis Vicentini,-71.51313580899995,-33.00616147499994
PF-018,Gimnasio Energy,-71.56998312199994,-33.13612125699996
PR-M-148,Gomez Carreno esq. 19 Poniente,-71.52508852899996,-32.98943557999996
PR-M-149,Gomez Carreno esq. 19 Poniente,-71.52451987899997,-32.98964855799994
PR-M-92,Gomez Carreno esq. 1 Norte,-71.52657911299997,-32.98750805199995
PR-M-106,Gomez Carreno esq. Ampliacion,-71.51942986299997,-32.995322329999965
PR-M-153,Gomez Carreno esq. Atlantico,-71.52317157199997,-32.99117417699995
PR-M-459,Gomez Carreno esq. Once Poniente,-71.52105561099995,-32.991900348999934
PR-M-455,Gomez Carreno esq. Primer Sector (Colegio San Antonio L,-71.51566341899996,-32.99843562199993
PR-M-496,Granada esq. Av. Gregorio Maranon,-71.55629031899997,-33.034606975999964
PR-M-469,Granada esq. Av. Gregorio Maranon,-71.55659533799997,-33.034638547999975
PF-069,Gran Bretaña con Federico Errázuriz,-71.63394154099996,-33.027522845999954
PF-071,Gran Bretaña con Pje. Lara,-71.63812726499998,-33.026583709999954
PF-070,Gran Bretaña con San Pedro,-71.63601372799997,-33.02649267999993
PF-089,Gran Bretaña con Taqueadero,-71.63341839599997,-33.03070489299995
PR-V-199,Gran Bretana esq. Av. Playa Ancha,-71.63438205299997,-33.03165361799995
PR-V-175,Gran Bretana esq. General Alzerrega,-71.63405408699998,-33.03156274799994
PR-V-167,Gran Bretana esq. Patricio Lynch,-71.63317545599995,-33.02897888399997
PR-V-249,Gumercindo Diaz esq. 283,-71.64537422699993,-33.04467362099996
PR-V-248,Gumercindo Diaz esq. 297,-71.64478799599993,-33.044545065999955
PR-V-211,Gumercindo Diaz esq. 313,-71.64459984899997,-33.04433500499994
PR-V-210,Gumercindo Diaz esq. 414,-71.64391738299997,-33.04363492999994
PR-V-247,Gumercindo Diaz esq. 414,-71.64408488899994,-33.04377098799995
PR-V-246,Gumercindo Diaz esq. Calle Uno,-71.64256016299998,-33.043143665999935
PR-V-213,Gumercindo Diaz esq. Calle Uno,-71.64267942099997,-33.04296854699993
PR-M-401,Hamburgo esq. Mauri,-71.57857244599995,-33.04715968499994
PR-M-400,Hamburgo esq. Osorno,-71.57893621299996,-33.04605441099994
PR-M-367,Hamburgo esq. Pje Antartica,-71.57864731699993,-33.04733945999993
PR-V-432,Hanga Roa esq. Hakairi,-71.57664129599993,-33.061866099999975
PR-V-433,Hanga Roa esq. Isla De Pascua,-71.57777237799996,-33.06243707699997
PR-V-434,Hanga Roa esq. Rapu Rapu,-71.58042272499995,-33.062537832999965
PR-V-405,Hangar Roa esq. Isla De Pascua,-71.57749475099996,-33.062846788999934
PR-Q-012,Hevia esq. Flamarion,-71.46935713299996,-33.04719022099994
PR-A-133,Huanhuali esq. Av. Valparaiso,-71.38372589299996,-33.04519476899998
PR-A-118,Huanhuali esq. Dinamarca,-71.38629899899996,-33.06034553499995
PR-A-140,Huanhuali esq. Dinamarca,-71.38618270999996,-33.06035358999998
PR-A-102,Huanhuali esq. El Bosque,-71.38256747899999,-33.05368820199993
PR-A-136,Huanhuali esq. Gandarilla,-71.38298168899996,-33.05544337999993
PR-A-138,Huanhuali esq. Porvenir,-71.38541660999994,-33.05900519499994
PR-A-117,Huanhuali esq. Santa Fe,-71.38451502199996,-33.05765744099995
PR-A-137,Huanhuali esq. Sta. Fe,-71.38438899799996,-33.05765550999996
PR-O-071,Hugo Quinteros esq. Jose Miguel Ortiz,-71.16330482299998,-32.995659915999966
PR-O-067,Hugo Quinteros esq. Juan Crisostomo Toledo Noguera,-71.17021184099997,-33.00099410299998
PR-O-044,Hugo Quinteros esq. La Aguada,-71.16267203999996,-32.995148108999956
PR-O-070,Hugo Quinteros esq. Las Cruces,-71.16545091499995,-32.998339570999974
PR-O-042,Hugo Quinteros esq. Las Cruces,-71.16532767699994,-32.99886880299994
PR-O-061,Hugo Quinteros esq. Las Cruces,-71.16548346799993,-32.997569175999956
PR-O-074,Hugo Quinteros esq. Las Lilas,-71.16192996899997,-32.99418163599995
PR-O-069,Hugo Quinteros esq. Los Alamos,-71.16767881999994,-33.00071938599996
PR-O-040,Hugo Quinteros esq. Los Alamos,-71.16874529699999,-33.000796795999975
PR-O-068,Hugo Quinteros esq. Los Alamos,-71.16795543999996,-33.00066944599996
PR-Q-019,Humboldt esq. Av. Lizana,-71.46040784999997,-33.05629850399998
PR-A-03,Ic Pinto esq. Tarragona,-71.36512545799997,-33.05451112399993
PR-A-168,Ignacio Carrera Pinto esq. Bernardo Leigthon,-71.36418037999994,-33.06689248499998
PR-P-030,Ignacio Carrera Pinto esq. Luis Cousino,-71.52882070299995,-32.79394964199997
PR-L-003,Independencia esq. Echaurren,-71.26749675499997,-33.003964940999936
PR-L-033,Independencia esq. Pasaje Del Petroleo,-71.25958889299994,-33.007441883999945
PR-L-022,Independencia esq. Sargento Aldea,-71.26014329499998,-33.00724186299993
PR-L-034,Independiente esq. Pasaje El Rodeo,-71.25329084299995,-33.00992623299993
PR-M-247,Indico esq. Austral,-71.51724287599995,-33.00098302099997
PR-M-255,Inglaterra esq. Alemania,-71.48410593799997,-33.031099971999936
PR-M-251,Inglaterra esq. Checoslovaquia,-71.48360621799998,-33.03086723299998
PR-M-253,Inglaterra esq. Libano,-71.48301895599997,-33.03032246499998
PR-M-194,Inglaterra esq. Nigeria,-71.47785984799998,-33.02726436499995
PR-M-252,Inglaterra esq. Venezuela,-71.48158138399998,-33.02964095799996
PF-001,Interior Nudo Barón,-71.60579114399997,-33.04203121699993
PR-V-129,Iquique esq. Av. Federico Santa Maria,-71.65186737499994,-33.04769239999996
PR-V-131,Iquique esq. Pisagua,-71.65260527099997,-33.05024854599998
PR-V-119,Iquique esq. Pisagua,-71.65237663799996,-33.05026922299993
PR-Q-079,Irrarazav.Al esq. Anibal Pinto,-71.44489208599998,-33.04553020299994
PR-M-265,Isla De Pascua esq. Isla De Pascua,-71.53590179499997,-33.057666807999965
PR-M-344,Isla De Pascua esq. Pasaje Capella,-71.53530365199998,-33.05842188499997
PR-M-262,Isla De Pascua esq. Rio Cisnes,-71.53732894399997,-33.05629080199998
PR-M-342,Isla De Pascua esq. Rio Tolten,-71.53710760399997,-33.05890322499994
PR-M-199,Isla Picton esq. Troncal,-71.51587843299995,-33.03683833699995
PR-M-238,Jardin Del Mar esq. Iridea,-71.53506093399994,-32.97953082899994
PR-M-222,Jardin Del Mar esq. Laminaria,-71.53527252399994,-32.97929346099994
PR-M-232,Jardin Del Mar esq. Laurencia,-71.53653660399993,-32.97818855999998
PR-M-239,Jardin Del Mar esq. Lesonia,-71.53585500699995,-32.97843554699995
PR-M-240,Jardin Del Mar esq. Liagora,-71.53716695699995,-32.97746638099994
PR-M-243,Jardin Del Mar esq. Liagora,-71.53805787599998,-32.976808698999946
PR-M-244,Jardin Del Mar esq. Los Sargazos,-71.54097890199995,-32.97584842899994
PR-M-234,Jardin Del Mar esq. Los Sargazos,-71.54096414399999,-32.975703436999936
PR-M-233,Jardin Del Mar esq. Petalonia,-71.53818063699998,-32.97673254899996
PF-020,Jardines del Lago Ote.,-71.57179260099997,-33.13950920599996
PF-019,Jardines del Lago Pte.,-71.57189889899996,-33.13952150199998
PF-068,JJVV,-71.55846330299994,-33.060382327999946
PR-V-363,Jorge Hunneus esq. Berruguet,-71.59398486199996,-33.06127616099997
PR-V-218,Jose Maria Caro esq. Federico Santa Maria,-71.64814296999998,-33.04202448899997
PR-V-219,Jose Maria Caro esq. Pasaje Veinte,-71.65266377699999,-33.04072896899993
PR-V-217,Jose Maria Caro esq. Pasaje Veintiuno,-71.65175026399999,-33.040840602999936
PR-V-445,Jose Maria Escriva esq. Adolfo Rodriguez,-71.55945830399997,-33.061261437999974
PR-M-180,Jose Orrego esq. Jose Parraisa,-71.51362226299995,-32.994607256999984
PR-M-474,Jose Orrego esq. Jose Parrasia,-71.51357857999994,-32.99464816699998
PR-M-473,Jose Orrego esq. Jose Portus,-71.51316258799994,-32.995145194999964
PR-M-192,Jose Orrego esq. Ramon Picarte,-71.51291657699994,-32.995227297999975
PR-V-071,Jose Santos Ossa esq. Acceso A La Planchada,-71.58398986199995,-33.05588085199997
PR-V-058,Jose Santos Ossa esq. Camino Los Ingleses,-71.59088375799996,-33.05034360399998
PR-V-074,Jose Santos Ossa esq. Colegio Las Acacias,-71.58428827499995,-33.05841348699994
PR-V-072,Jose Santos Ossa esq. Noruega,-71.58606007999998,-33.05323762299997
PR-V-073,Jose Santos Ossa esq. Noruega,-71.58658002299995,-33.05315299999995
PR-V-107,Jose Santos Ossa esq. Salida Cerro Las Delicias,-71.59393338099994,-33.051449617999936
PR-L-117,Jose Tomas Urmeneta esq. Carrera,-71.26835917099999,-32.98845074299993
PR-L-116,Jose Tomas Urmeneta esq. Manuel Rodriguez,-71.26711883799999,-32.989111987999934
PR-L-112,Jose Tomas Urmeneta esq. Pablo Neruda,-71.26473824699997,-32.99021084499998
PR-C-027,Jose Yanez esq. Centinela,-71.51937351699996,-32.93551128599995
PR-C-031,Jose Yanez esq. Los Lobos,-71.51793679499997,-32.93488165799994
PR-C-030,Jose Yanez esq. Primera Transversal,-71.52115681899994,-32.936437585999954
PR-L-099,Jp Cortes esq. Lautaro,-71.23594023399994,-32.98827559999995
PR-V-312,Jt Ramos esq. Cintura,-71.63658262899997,-33.04638489399997
PR-V-323,Jt Ramos esq. Cintura,-71.63658095499994,-33.04638296199994
PR-V-324,Jt Ramos esq. Plaza De Justicia,-71.62989723599998,-33.03929306599997
PR-V-017,Juan Fernandez esq. Acceso Eldberg,-71.61024915499996,-33.06590116399997
PR-M-359,Juan Jose Latorre esq. Jose Miguel Carrera,-71.58231377199996,-33.029634846999954
PR-Q-038,Julio Velasco esq. Quidora,-71.46731055499998,-33.05245417499998
PR-Q-149,La Aguada esq. Psj 618,-71.41365049199999,-33.05987089599995
PR-V-165,La Explanada esq. La Explanada,-71.65138152499998,-33.029269376999935
PR-V-169,La Explanada esq. Viento Sur,-71.65139016099994,-33.02930427399997
PR-M-481,Lago Penuelas esq. Calle Uno Principal,-71.49805259699997,-33.00220327499994
PR-M-516,Lago Villarica esq. Los Tulipanes,-71.49317159899994,-32.998918655999944
PR-M-484,Lago Villarica esq. Nautica,-71.49287067799997,-32.99922918599998
PR-M-483,Lago Villarrica esq. Los Pensamientos,-71.49494819099993,-32.99726670699994
PF-061,La Merced con Av. Rodelillo,-71.57632089199996,-33.05861701899994
PR-M-275,La Paz esq. Anabalon,-71.54231479399994,-33.04141447099994
PR-M-274,La Paz esq. Conquista,-71.54078212599995,-33.04475699699998
PR-M-320,La Paz esq. Gabriela Mistral,-71.54048461299993,-33.040235165999945
PR-M-305,La Paz esq. Galvarino,-71.54021920099996,-33.04335411699998
PR-M-317,La Paz esq. San Miguel,-71.54150924799995,-33.04267440399997
PR-A-37,Las Acacias esq. C El Rodeo,-71.34975498899996,-33.053462483999965
PR-A-63,Las Acacias esq. Condominio Mercedes,-71.34758726299998,-33.05368880599997
PR-A-41,Las Acacias esq. Condominio Mercedes 2,-71.34155754099999,-33.05465842899997
PR-A-65,Las Acacias esq. Nueva Hipodromo,-71.35621960999998,-33.05108294499996
PR-A-85,Las Americas esq. Lago Rinigue,-71.39478466099996,-33.04067360399995
PR-A-84,Las Americas esq. Las Camelias,-71.39480950399997,-33.04223906499993
PR-A-86,Las Americas esq. Madrid,-71.39474495899998,-33.03835650999997
PR-A-113,Las Araucarias esq. Los Peumos,-71.39071939199994,-33.05518751899996
PR-M-479,Las Azucenas esq. Caberra,-71.49674985099995,-33.00616635599994
PR-M-478,Las Azucenas esq. Peter Araya,-71.49858407699998,-33.00738174099996
PR-M-501,Las Azucenas esq. Rhin,-71.50035510799995,-33.01350275599998
PR-Q-128,Las Barrancas esq. Volcan Apagado,-71.42280080299997,-33.06923699899994
PR-A-100,Las Barrancas esq. Volcan Calbuco,-71.42269335599997,-33.069256791999976
PR-Q-116,Las Barrancas esq. Volcan Ollague,-71.42444168899993,-33.07235742399996
PR-Q-055,Las Elenas esq. Pasaje 2,-71.42985141599996,-33.06087222799994
PR-M-271,Las Maravillas esq. Estero Chincolco,-71.50045137999996,-32.997047720999944
PR-M-267,Las Maravillas esq. Estero Chincolvo,-71.49984208999996,-32.99801167399994
PR-M-482,Las Maravillas esq. Lago Penuelas,-71.49682852899997,-33.00065714799996
PR-M-515,Las Maravillas esq. Lago Penuelas,-71.49660846499995,-33.00101170999994
PR-M-268,Las Maravillas esq. Los Pensamientos,-71.49853461199996,-32.99931701799994
PR-M-266,Las Maravillas esq. Rio Rinihue,-71.49958919199997,-32.998124393999944
PR-Q-057,Las Nereidas esq. Las Pleyades,-71.42605869399995,-33.06071412899996
PR-V-441,Las Palmas esq. Cabriteria Norte,-71.56173852599994,-33.058844800999964
PR-A-170,Las Palmas esq. Cinco Sur,-71.36844499599994,-33.06054792699996
PR-A-164,Las Palmas esq. Cuatro Sur,-71.36965268699998,-33.059967032999964
PR-A-169,Las Palmas esq. El Puente,-71.36621031499993,-33.06173079399997
PR-A-163,Las Palmas esq. Ignacio Carrera Pinto,-71.36471781299997,-33.06185524099993
PR-Q-127,Las Palmas esq. Manquehue,-71.42591701399994,-33.065961766999976
PR-A-141,Las Palmas esq. Pasaje Uno Sur,-71.37148935299996,-33.05908578999998
PR-A-162,Las Palmas esq. Primera,-71.36540500099994,-33.06181225699993
PR-M-115,Las Rejas esq. Calle Cuatro,-71.52423132399997,-33.02628473699997
PR-M-114,Las Rejas esq. Pedro De Alcantara,-71.52807361699996,-33.024213137999936
PR-M-112,Las Rejas esq. Pedro De Alcantara,-71.52847170699994,-33.02411286699993
PR-C-082,Las Rosas Oriente esq. Primera Transversal,-71.52211020399994,-32.93510472699995
PR-C-023,Las Rosas Poniente esq. Central,-71.52424535399996,-32.936196620999965
PR-C-024,Las Rosas Poniente esq. Segunda Transversal,-71.52589561099995,-32.93657351199994
PR-C-022,Las Rosas Poniente esq. Segunda Transversal,-71.52590276299998,-32.93657514499995
PR-P-038,Latorre esq. Jose Ramon Perez,-71.41400450599997,-32.72563601099995
PR-P-039,Latorre esq. Santiago Torres,-71.41293037599996,-32.72619465699995
PR-O-060,Lauraro esq. Lincoln,-71.16741813999994,-33.004036370999984
PR-O-045,Lautaro esq. Av. Narvaez,-71.17195724199996,-33.005288451999945
PR-O-047,Lautaro esq. Baquedano,-71.17026532199998,-33.00472415099995
PR-O-059,Lautaro esq. Cancha,-71.16921687399997,-33.004546586999936
PR-P-036,Lazo esq. Condell,-71.53174608999996,-32.797502719999954
PR-P-037,Lazo esq. Dagoberto Godoy,-71.53350869399998,-32.797321248999936
PR-V-183,Leopoldo Carvallo esq. Acceso Hospital El Salvador,-71.64168038299994,-33.02033254599996
PR-V-186,Leopoldo Carvallo esq. Hospital El Salvador,-71.64180286299995,-33.020171292999976
PR-V-198,Levarte esq. Central,-71.64346712099996,-33.03655580399993
PR-V-216,Levarte esq. Gumercindo Diaz,-71.64615400199995,-33.04235086899996
PR-V-191,Levarte esq. Juan Xxiii,-71.64344853499995,-33.036545273999934
PR-V-201,Levarte esq. Maipo,-71.64520002299997,-33.04078193699996
PR-V-195,Levarte esq. Mexico,-71.64584476899995,-33.04173543099995
PR-V-194,Levarte esq. Nicaragua,-71.64445473799998,-33.03870518499997
PR-V-202,Levarte esq. Panama,-71.64546349199998,-33.04083281099997
PR-V-192,Levarte esq. Porvenir,-71.64577990999999,-33.041844701999935
PR-V-200,Levarte esq. Villarrica,-71.64482354199998,-33.03968932999993
PR-M-56,Libertad esq. 10 Norte,-71.54963978399996,-33.013029288999974
PR-M-01,Libertad esq. 12 Norte,-71.54903987099993,-33.01111859499997
PR-M-14,Libertad esq. 13 1/2  Y 13 Norte,-71.54898854499999,-33.00989690799997
PR-M-11,Libertad esq. 13-14 Norte,-71.54878145999999,-33.00987907099994
PR-M-12,Libertad esq. 13-14 Norte,-71.54879585699996,-33.00994799699998
PR-M-15,Libertad esq. 13 Norte,-71.54891185599996,-33.01005845299994
PR-M-13,Libertad esq. 14 Norte,-71.54879221699997,-33.00938575099997
PR-M-59,Libertad esq. 1 Norte,-71.55147909899995,-33.021946782999976
PR-M-47,Libertad esq. 4 Norte,-71.55081917899997,-33.019751981999946
PR-M-55,Libertad esq. 5 Norte,-71.55064984999996,-33.017903874999945
PR-M-48,Libertad esq. 9 Norte,-71.54995877399995,-33.01456401799993
PR-M-133,Libertad esq. Eduardo Frei,-71.50427439999999,-33.022464112999955
PR-M-136,Libertad esq. Enami,-71.50682036299997,-33.026111811999954
PR-M-287,Libertador General Bernardo Ohiggins esq. Salvador Vergara,-71.53192016199995,-32.97098982499995
PR-M-522,Limache esq. Berta Aguirre,-71.51499814799996,-33.04526623299995
PR-M-512,Limache esq. Berta Aguirre,-71.51505726799996,-33.045227788999966
PR-M-514,Limache esq. Camino El Olivar,-71.50326839299998,-33.05174187999995
PR-M-523,Limache esq. Camino El Olivar,-71.50597110699994,-33.05053616899994
PR-M-513,Limache esq. Camino El Olivar,-71.50807253999994,-33.04960101699993
PR-M-547,Limache esq. Euskadi,-71.52467501799998,-33.03859080199993
PR-M-548,Limache esq. Euskadi,-71.52100675899999,-33.04117098699993
PR-M-39,Limache esq. Pasaje Benedectinos,-71.53111893699997,-33.03437029099996
PR-M-05,Limache esq. Pasaje Limache,-71.53593420699997,-33.03036398099994
PR-A-98,Lima esq. Quinta,-71.36423820899995,-33.03705291499995
PR-A-83,Lima esq. Quinta,-71.36457678999994,-33.037170911999965
PR-M-205,Limonares esq. Septima,-71.51728488599997,-33.036133028999984
PR-O-125,Lo Guala esq. Mariana De Osorio,-71.16317712099993,-32.98793581599995
PR-V-059,Lomas De La Luz esq. Borde Laguna,-71.56905592399994,-33.13419733699993
PR-V-060,Lomas De La Luz esq. Nudo Curauma,-71.56673557999994,-33.13320135799995
PR-M-509,Lonquimay esq. De La Costa,-71.49226107999993,-33.00119638599995
PR-Q-002,Lo Orozco esq. F560,-71.37979974699994,-33.08713269499998
PR-Q-024,Los Carrera esq. Arturo Prat,-71.44627159099997,-33.04769522299995
PR-Q-006,Los Carrera esq.  Av. Alemania,-71.48395320499998,-33.03524402599993
PR-Q-009,Los Carrera esq. Estrella Polar,-71.47837299999998,-33.03881040199997
PR-Q-005,Los Carrera esq. Estrella Polar,-71.47822169399996,-33.03868752699998
PR-V-448,Los Cerezos esq. Blurton,-71.58355749399993,-33.03628455799998
PR-Q-129,Los Corchos esq. Volcan Guallatire,-71.42571669999995,-33.07335271399995
PR-Q-117,Los Corchos esq. Volcan Tacora,-71.42629388799998,-33.07308916899996
PR-C-025,Los Diamantes esq. Av. Central,-71.52357441799995,-32.937052190999964
PR-Q-052,Los Diamantes esq. Malaquita,-71.43630649999994,-33.06372629999993
PR-Q-156,Los Diamantes esq. Manati,-71.43348818099997,-33.06383341299994
PR-L-127,Los Laureles esq. Callejon San Francisco,-71.28221492899996,-32.98051789999994
PR-L-125,Los Laureles esq. El Durazno,-71.29352149599998,-32.97502314199994
PR-L-126,Los Laureles esq. El Huinganal,-71.28689346999994,-32.97830449799994
PR-L-124,Los Laureles esq. Enlace R60,-71.30331703699994,-32.97080360899997
PR-L-122,Los Laureles esq. Km. 7,-71.33248320599995,-32.96162339099993
PR-L-123,Los Laureles esq. Los Acacios,-71.31204789399999,-32.967877063999936
PR-Q-132,Los Lirios esq. Las Margaritas,-71.42253995999994,-33.056801674999974
PR-Q-124,Los Lirios esq. Parinacota,-71.41725236099995,-33.05782605799993
PR-Q-007,Los Lunes esq. La Quebrada,-71.48404084099997,-33.03749192799995
PR-Q-004,Los Lunes esq. Los Deportes,-71.48326599699993,-33.04119814599994
PR-V-463,Los Peumos esq. 21 De Mayo,-71.58238109999996,-33.03761579999997
PR-M-241,Los Sargazos esq. Durvillea,-71.53864916499998,-32.97489481899993
PR-M-245,Los Sargazos esq. Durvillea,-71.53867491099999,-32.97498444599995
PR-M-235,Los Sargazos esq. Litorina,-71.53267170999999,-32.97515583699993
PR-M-236,Los Sargazos esq. Litorina,-71.53277316499998,-32.97521557899995
PR-M-221,Los Sargazos esq. Tegula,-71.52979271999999,-32.98047871499995
PR-M-231,Los Sargazos esq. Tegula,-71.53024845999994,-32.980538758999955
PR-Q-067,Los Zafiros esq. La Plata,-71.43812153699997,-33.06724472199994
PR-Q-050,Los Zafiros esq. La Plata,-71.43859766099996,-33.06933087699997
PR-A-149,Lourdes esq. San Ignacio,-71.37491425299999,-33.06005751099997
PR-A-176,Lourdes esq. Santa Margarita,-71.37458794599996,-33.059790487999976
PR-V-141,Lo Venegas esq. Progreso,-71.63228617899995,-33.05486668699996
PR-P-042,Luis Acevedo esq. Estrella de Chile,-71.53317494299995,-32.785514337999984
PR-P-040,Luis Acevedo esq. Guardiamarina Riquelme,-71.53391917499994,-32.79066395899997
PR-P-041,Luis Acevedo esq. Republica Argentina,-71.53361698199996,-32.788668351999945
PR-P-044,Luis Cousino esq. Carlos Torres,-71.52910562099999,-32.79421322999997
PR-P-043,Luis Cousino esq. Ernesto Riquelme,-71.52906473899998,-32.790645025999936
PR-P-026,Luis Cousiño esq. Estrella de Chile,-71.53016122099996,-32.78477212699994
PR-P-045,Luis Cousiño esq. Orione,-71.52977416099998,-32.786845020999976
PR-P-046,Luis Cousino esq. Republica Argentina,-71.52938197599997,-32.788909666999984
PR-V-134,Luis Emilio Recabarren esq. Abelardo Nunez,-71.65098144399997,-33.054450592999956
PR-V-130,Luis Emilio Recabarren esq. Iquique,-71.65186633299999,-33.05061097799995
PR-V-133,Luis Emilio Recabarren esq. Piedra Laja,-71.65090709399993,-33.05507995599993
PR-V-096,Luis Emilio Recabarren esq. Piedra Laja,-71.65077252199995,-33.055313044999934
PR-V-132,Luis Emilio Recabarren esq. Rafael Barahona,-71.65160578699994,-33.052366982999956
PR-V-317,Luis Guevara Ortuzar esq. Junta De Vecinos,-71.64634612999998,-33.04415291699996
PR-V-552,Luis Guevara Ortuzar esq. Junta De Vecinos,-71.64669095599999,-33.04425169499996
PR-M-447,Luis Hurtado Lopez esq. Gabriela Mistral,-71.49651720999998,-33.01819285199997
PR-V-123,Lyon esq. Caupolican,-71.63141238799994,-33.048218617999964
PR-A-95,Madrid esq. Aranda,-71.37949905499994,-33.03887275899996
PR-A-81,Madrid esq. Aranda,-71.37966629899995,-33.03875022899996
PR-A-94,Madrid esq. Caupolican,-71.37760085699995,-33.03920914999998
PR-A-80,Madrid esq. Caupolican,-71.37757748699994,-33.03912114299993
PR-A-88,Madrid esq. Colbun,-71.38495408899996,-33.038252117999946
PR-A-74,Madrid esq. Colbun,-71.38477529199997,-33.03820254799996
PR-A-89,Madrid esq. Goepfert,-71.38260290999995,-33.03841790699994
PR-A-87,Madrid esq. Michigan,-71.39109929299997,-33.038344792999965
PR-A-75,Madrid esq. Pasaje Gottfried Von Waldheim,-71.38222584399995,-33.03835379399993
PR-A-73,Madrid esq. Rosa De Los Vientos,-71.38856404799998,-33.03864619099994
PR-V-528,Malfatti esq. Placeres,-71.59650901599997,-33.037524996999935
PR-M-374,Managua esq. Habana,-71.56886312499995,-33.031278174999954
PR-M-360,Manuel Antonio Matta esq. Jose Miguel Carrera,-71.58131887799993,-33.03051031899997
PR-M-156,Manuel Guerrero esq. Arturo Godoy,-71.50705466999995,-33.00964714599996
PR-M-179,Manuel Guerrero esq. Juan Henrique Lira,-71.51355156399995,-33.00553948899994
PR-A-56,Manuel Montt esq.  Av. Victoria,-71.35473889499997,-33.04528880999993
PR-A-55,Manuel Montt esq. Caupolican,-71.35631091999994,-33.04376269599993
PR-A-30,Manuel Montt esq. Caupolican,-71.35597769399999,-33.04392038599997
PR-A-32,Manuel Montt esq. God Bless You,-71.34629859399996,-33.04983012899993
PR-A-189,Manuel Montt esq. Presbiterio Eduardo Lecourt,-71.33746927199996,-33.051808679999965
PR-A-31,Manuel Montt esq. Yolanda,-71.35393180199998,-33.045953331999954
PR-M-362,Manuel Rodriguez esq. 18 De Septiembre,-71.57992742699997,-33.03234067499994
PR-M-361,Manuel Rodriguez esq. 5 De Abril,-71.58112797799998,-33.031982942999946
PR-V-241,Manutara esq. Quiriquina,-71.64713709099993,-33.03709021599997
PR-M-592,Mar De Chile esq. Zenteno,-71.50544452899999,-32.994136588999936
PR-Q-158,Marga Marga esq. Almirante Gerken,-71.41356030899993,-33.06914653499996
PR-Q-155,Marga Marga esq. Almirante Gerken,-71.41302078999996,-33.069554936999964
PR-Q-123,Marga Marga esq. Altos De Marga Marga,-71.41831047299996,-33.06717988599996
